score,review,date
4.3,リメイク版が出ましたが、オリジナルには勝てませんでしたね。アメリカ人種差別の中でも、最下等とされていたプエルトリコ人と白人の葛藤を、ロミオとジュリエットをベースに展開したずば抜けて素晴らしい作品。,2022/08/28
4.5,当時の移民問題や差別について語ってる社会派映画。音楽の良さと不良のカッコ良さに隠れがちだけども、現代の様々なヘイト問題を考えさせてくれる傑作ですね。,2022/08/21
4.2,めちゃめちゃ好き！tonight聴いて深夜に王子様待ちたい^_^,2022/08/20
3.6,スピルバーグのリメイク版を先に観賞。改めてリメイク版の異常なレベルでの制御に驚く。ただオリジナル版の方が舞台っぽさは強い気がする。オリジナル版の方がなんとなく暗めな印象。暗い場所でのダンスシーンが多いからかな？オープニング・エンディングがそれぞれかっこいい。ジョージ・チャキリス演じるベルナルドはマイケル富岡みたいであんまり好きになれなかった。,2022/08/15
2.5,･音楽は好き！･ダンスシーンも良い･けど全体の流れは私の好みではなかったかなぁ･有名だから期待しすぎたかなぁ･人の行動と感情分からなすぎてなんで？ってなることが多々･時代的なことも色々あると思うけどなんだかモヤモヤ？が残る部分もあった･最後のみんなが手を貸すところは良かった安心した･あと有名な始まり方はちょっと前のミュージカル感溢れててワクワクしてよかった,2022/08/15
0.0,中世のイタリアを描いたシェイクスピアの『ロミオとジュリエット』教皇派（教会）vs皇帝派（世俗）↓↓20世紀のアメリカに再解釈したミュージカル『ウエストサイドストーリー』ポーランド系vsプエルトリコ系という移民同士の人種の対立スコセッシがマイケルの『bad』でまねてた,2022/08/13
3.8,スピルバーグ版見る前に本家の予習として。見る前から有名過ぎる楽曲がこのシーンで使われていたのか！と楽しみながら。こちらも移民問題だが、最後の落とし所はこの時代もまだまだ根強い差別や社会問題としての提示なのか。。衣装の色とかも意味があって、補色を使って対峙する人種を表しているところが面白かった！細かい説明とか背景を知ってるともっと楽しめそう！名作と呼ばれる所以に納得！,2022/08/09
4.0,"スピルバーグ版を見た後の鑑賞。やっぱりオリジナル版も素晴らしい。特に印象的なシーンは「America」と「One Hand, One Heart」。お金も行き場もない若者の気持ちや境遇を特に反映してると思った。話の流れも、凄く腑に落ちた。スピルバーグ版を見た時に、「なんでケンカなのにはなから相手を殺す勢いなんだろう。」と疑問に思っていたが、オリジナル版では、ケンカが殺し合いに発展し、それが若さ故の過ちとして描かれていて納得した。リフとベルナルドが亡くなった後のジェッツとシャークスの動揺を隠しきれていない演技が良かった(Coolの部分など)。スピルバーグ版はドラマチックでカメラワークも素晴らしくて見ていて楽しいが、ドラマチックすぎる故に話の繋がりに疑問を持つ部分があった。対してオリジナル版は、カメラワークや演出は60年代感が否めないが、ストーリーや設定にリアルさがあり音楽も臨場感に溢れている。ダンサーの踊りもクオリティがすごく高い。",2022/08/08
0.0,スピルバーグのを最初に見たので私の中のウエストサイドストーリーはあっちになってしまったかも、、でもSomewhereに関してはこっちの方が正しいところにある感じがする全体的に心情が分かりにくかった。なんで決闘に行き着くのか、なんでみんなが集まっているのかがわからないので理解が難しいのではと、、,2022/08/07
3.5,スピルバーグ版を見る前に誰もが知ってるミュージカルの名作を初鑑賞。勝手にハッピーになれるのがミュージカルだと思っていたのにこんなストーリーだったとは、、、でも、徒党を組まなきゃ何もできない移民のガキが、差別される社会への不満を違う移民にぶつけるちっちゃいやつらの話だったので、音楽や踊りの良さが打ち消されてしまった。そもそもミュージカル好きじゃないので、それほどでもなかった印象。指パッチンダンスとトゥナイトのインパクト大。,2022/08/07
